"Бренд","MPN","Наименование продукта","Цена","URL-адрес страницы","Данные о наличии продукта","Категория товара","Оценка товара","Количество отзывов"
"Samsung","FW77SSTR","Встраиваемая микроволновая печь Samsung FW77SSTR",2426500,"https://goodzone.uz/product/vstraivaemaya-mikrovolnovaya-pech-samsung-fw77sstr",2,"Микроволновые печи",0,0
"Artel","ART-SI-8010","Утюг Artel ART-SI-8010",348150,"https://goodzone.uz/product/utyug-artel-art-si-8010",0,"Утюги",0,0
"Polaris","PIR2490AK","Утюг Polaris PIR2490AK",559150,"https://goodzone.uz/product/utyug-polaris-pir2490ak",1,"Утюги",0,0
"Panasonic","EH-5571-K865","Фен Panasonic EH-5571-K865",495850,"https://goodzone.uz/product/fen-panasonic-eh-5571-k865",0,"Фены",0,0
"Polaris","NULL","Фен Polaris PHD 2253TDi",284850,"https://goodzone.uz/product/fen-polaris-phd-2253tdi",0,"Фены",0,0
"Braun","HD 130","Фен Braun HD 130",369250,"https://goodzone.uz/product/fen-braun-hd-130",0,"Фены",0,0
"Polaris","PHD 2259STi","Фен Polaris PHD 2259STi",411450,"https://goodzone.uz/product/fen-polaris-phd-2259sti",10,"Фены",0,0
"Polaris","NULL","Фен Polaris PHD 2087 I",327050,"https://goodzone.uz/product/fen-polaris-phd-2087-i",0,"Фены",0,0
"Polaris","NULL","Фен Polaris PHD 2245 TI",348150,"https://goodzone.uz/product/fen-polaris-phd-2245-ti",0,"Фены",0,0
"Electrolux","EEWA3100AR","Чайник Electrolux EEWA3100AR",506400,"https://goodzone.uz/product/chainik-electrolux-eewa3100ar",2,"Электрочайники",0,0
"Ballu","BHG-10","Тепловая пушка Ballu BHG-10",1070000,"https://goodzone.uz/product/teplovaya-pushka-ballu-bhg-10",0,"Тепловые пушки",0,0
"Ballu","BHP-ME-3","Тепловая пушка Ballu BHP-ME-3",685750,"https://goodzone.uz/product/teplovaya-pushka-ballu-bhp-me-3",0,"Тепловые пушки",0,0
"Xiaomi","XMTZC01HM","Умные весы Mi (White) XMTZC01HM",251090,"https://goodzone.uz/product/umnye-vesy-mi-white-xmtzc01hm",12,"Весы",0,0
"Electrolux","BEF-95WM","Электрический камин Electrolux BEF-95WM",9495000,"https://goodzone.uz/product/elektricheskii-kamin-electrolux-bef-95wm",0,"Электрические камины",0,0
"Philips","HPS940/10","Автоматическая плойка Philips HPS940/10",1392600,"https://goodzone.uz/product/avtomaticheskaya-ploika-philips-hps940-10",12,"Щипцы",0,0
"Philips","GC6804/20/BI","Парогенератор Philips GC6804/20/BI",2110000,"https://goodzone.uz/product/parogenerator-philips-gc6804-20-bi",2,"Парогенераторы",0,0
"Samsung","RB29FSRNDWW","Холодильник Samsung RB29FSRNDWW",5602050,"https://goodzone.uz/product/kholodilnik-samsung-rb29fsrndww",1,"Холодильники",0,0
"Haier","C2F737CBXG","Холодильник Haier C2F737CBXG",8176250,"https://goodzone.uz/product/kholodilnik-haier-c2f737cbxg",0,"Холодильники",0,0
"Samsung","VC18M3120V1/EV","Пылесос Samsung VC18M3120V1/EV",1318750,"https://goodzone.uz/product/pylesos-samsung-vc18m3120v1-ev",0,"Пылесосы",0,0
"Samsung","VC18M3120VU","Пылесос Samsung VC18M3120VU",1392600,"https://goodzone.uz/product/pylesos-samsung-vc18m3120vu",9,"Пылесосы",0,0
"Artel","MD-4816","Мини духовка Artel MD-4816",594500,"https://goodzone.uz/product/mini-dukhovka-artel-md-4816",1,"Мини-печи",0,0
"LG","NULL","Телевизор LG 32LJ510",2321000,"https://goodzone.uz/product/televizor-lg-32lj510",0,"Телевизоры",0,0
"LG","NULL","Телевизор LG 49LJ510V",4747500,"https://goodzone.uz/product/televizor-lg-49lj510v",0,"Телевизоры",0,0
"Haier","L1P15-F21S","Настенный газовый котел Haier L1P15-F21S(T)",5802500,"https://goodzone.uz/product/nastennyi-gazovyi-kotel-haier-l1p15-f21s-t",0,"Обогреватели",0,0
"Indesit","DS4200 S B","Холодильник Indesit DS4200 S B",4800250,"https://goodzone.uz/product/kholodilnik-indesit-ds4200-s-b",0,"Холодильники",0,0
"Epson","NULL","Принтер Epson L805",2795750,"https://goodzone.uz/product/printer-epson-l805",4,"Принтеры",0,0
"Haier","NULL","Электрический водонагреватель Haier ES50V-F1(R)",2426500,"https://goodzone.uz/product/elektricheskii-vodonagrevatel-haier-es50v-f1-r",1,"Электрические водонагреватели",0,0
"Sirius","XPB30-172М","Стиральная машинка полуавтомат Sirius XPB30-172М",527500,"https://goodzone.uz/product/stiralnaya-mashinka-poluavtomat-sirius-xpb30-172m",0,"Стиральные машины",0,0
"Panasonic","MK-ZJ2700KTQ ЧЕРНЫЙ","Мясорубка Panasonic MK-ZJ2700KTQ ЧЕРНЫЙ",3671400,"https://goodzone.uz/product/myasorubka-panasonic-mk-zj2700ktq-chernyi",3,"Mясорубки",0,0
"LG","NULL","Смартфон LG Q6",2215500,"https://goodzone.uz/product/smartfon-lg-q6",1,"Смартфоны",0,0
"Asus","NULL","Видео-карта Asus GeForce GTX1070",6435500,"https://goodzone.uz/product/video-karta-asus-geforce-gtx1070",0,"Видеокарты",0,0
"Panasonic","MX-GX1011WTQ","Блендер Panasonic MX-GX1011WTQ",601350,"https://goodzone.uz/product/blender-panasonic-mx-gx1011wtq",1,"Блендеры",0,0
"Twinmos","NULL","Оперативная память Twinmos DDR4 4GB",305950,"https://goodzone.uz/product/operativnaya-pamyat-twinmos-ddr4-4gb",0,"Оперативная память",0,0
"A4Tech","NULL","Игровая клавиатура A4Tech Q-1100",474750,"https://goodzone.uz/product/igrovaya-klaviatura-a4tech-q-1100",0,"Клавиатуры",0,0
"Philips","NULL","Хлебопечь Philips HD9045/30/AC",2162750,"https://goodzone.uz/product/khlebopech-philips-hd9045-30-ac",0,"Хлебопечи",0,0
"Xiaomi","PLM02ZM","Внешний аккумулятор XIAOMI PLM02ZM",168800,"https://goodzone.uz/product/perenosnoi-akkumulyator-xiaomi-plm02zm",0,"Powerbank",0,0
"Panasonic","MK-MG1360","Мясорубка Panasonic MK-MG1360",1055000,"https://goodzone.uz/product/myasorubka-mk-mg1360",0,"Mясорубки",0,0
"Panasonic","MJ-DJ31STQ","Соковыжималка Panasonic MJ-DJ31STQ",2120550,"https://goodzone.uz/product/sokovyzhimalka-panasonic-mj-dj31stq",5,"Соковыжималки",0,0
"Polaris","PHS 3490KT","Выпрямитель Polaris PHS 3490KT",253200,"https://goodzone.uz/product/vypryamitel-polaris-phs-3490kt",0,"Выпрямители",0,0
"Midea","HD-416 FN(ST)","Холодильник Midea HD-416 FN(ST)",4853000,"https://goodzone.uz/product/kholodilnik-midea-hd-416-fn-st",1,"Холодильники",0,0
"AVTECH","NULL","Клавиатура AvTech AV-211N",63300,"https://goodzone.uz/product/klaviatura-avtech-av-211n",3,"Клавиатуры",0,0
"Nokia","150","Сотовый телефон Nokia 150",516950,"https://goodzone.uz/product/sotovyi-telefon-nokia-150",6,"Телефоны",0,0
"Motorola","NULL","Рация Motorola T 82 EXTREME QUAD",3122800,"https://goodzone.uz/product/raciya-motorola-t-82-extreme-quad",4,"Рации",0,0
"Haier","C2F536CWMV","Холодильник Haier C2F536CWMV",5960750,"https://goodzone.uz/product/kholodilnik-haier-c2f536cwmv",4,"Холодильники",0,0
"Haier","NULL","Водонагреватель Haier ES50V-S(R)",1635250,"https://goodzone.uz/product/vodonagrevatel-haier-es50v-s-r",0,"Электрические водонагреватели",0,0
"Beko","NULL","Стиральная машина Beko WTV8612 XSS",4347000,"https://goodzone.uz/product/stiralnaya-mashina-beko-wtv8612-xss",3,"Стиральные машины",0,0
"AVTECH","NULL","Клавиатура AvTech AV-125",105500,"https://goodzone.uz/product/klaviatura-avtech-av-125",1,"Клавиатуры",0,0
"Micron","NULL","Оперативная память Micron DDR3 2Gb",158250,"https://goodzone.uz/product/operativnaya-pamyat-micron-ddr3-2gb",0,"Оперативная память",0,0
"Epson","NULL","Принтер Epson L850",4009000,"https://goodzone.uz/product/printer-epson-l850",0,"Принтеры",0,0
"Epson","NULL","Принтер Epson М200",2848500,"https://goodzone.uz/product/printer-epson-m200",0,"Принтеры",5,1
"Polaris","CANTO-20F","Сковорода Polaris CANTO-20F",179350,"https://goodzone.uz/product/skovoroda-polaris-canto-20f",3,"Сковородки",0,0
"Polaris","CANTO-26F","Сковорода Polaris CANTO-26F",221550,"https://goodzone.uz/product/skovoroda-polaris-canto-26f",0,"Сковородки",0,0
"Polaris","CANTO-28F","Сковорода Polaris CANTO-28F",253200,"https://goodzone.uz/product/skovoroda-polaris-canto-28f",0,"Сковородки",0,0
"Polaris","DIAMANTE-20F","Сковорода Polaris DIAMANTE-20F",200450,"https://goodzone.uz/product/skovoroda-polaris-diamante-20f",3,"Сковородки",0,0
"Polaris","DIAMANTE-24F","Сковорода Polaris DIAMANTE-24F",221550,"https://goodzone.uz/product/skovoroda-polaris-diamante-24f",6,"Сковородки",0,0
"Polaris","DIAMANTE-28F","Сковорода Polaris DIAMANTE-28F",274300,"https://goodzone.uz/product/skovoroda-polaris-diamante-28f",0,"Сковородки",0,0
"Polaris","FAKTURA-20FR","Сковорода Polaris FAKTURA-20FR",179350,"https://goodzone.uz/product/skovoroda-polaris-faktura-20fr",3,"Сковородки",0,0
"Polaris","FAKTURA-24FR","Сковорода Polaris FAKTURA-24FR",200450,"https://goodzone.uz/product/skovoroda-polaris-faktura-24fr",1,"Сковородки",0,0
"Polaris","STONE-26F","Сковорода Polaris STONE-26F",316500,"https://goodzone.uz/product/skovoroda-polaris-stone-26f",5,"Сковородки",0,0
"Polaris","STONE-28F","Сковорода Polaris STONE-28F",348150,"https://goodzone.uz/product/skovoroda-polaris-stone-28f",6,"Сковородки",0,0
"Beko","NULL","Стиральная машина Beko WRE7512XSW",3745250,"https://goodzone.uz/product/stiralnaya-mashina-beko-wre7512xsw",1,"Стиральные машины",0,0
"Beko","KY71091LYB2","Стиральная машина Beko WKY71091LYB2",4483750,"https://goodzone.uz/product/stiralnaya-mashina-beko-wky71091lyb2",1,"Стиральные машины",0,0
"Philips","NULL","Блендер Philips HR2642/00",981150,"https://goodzone.uz/product/blender-philips-hr2642-00",0,"Блендеры",0,0
"Electrolux","EFP/C-1000RC","Электрический камин Electrolux EFP/C-1000RC",2426500,"https://goodzone.uz/product/elektricheskii-kamin-electrolux-efp-c-1000rc",0,"Электрические камины",0,0
"LG","NULL","Монитор LG 20M38A-B",981150,"https://goodzone.uz/product/monitor-lg-20m38a-b",0,"Мониторы",0,0
"Aerocool","NULL","Блок питания Aerocool KCAS 1000W",1477000,"https://goodzone.uz/product/blok-pitaniya-aerocool-kcas-1000w",1,"Блоки питания",4,1
"Aerocool","NULL","Блок питания Aerocool VX 600",474750,"https://goodzone.uz/product/blok-pitaniya-aerocool-vx-600",0,"Блоки питания",0,0
"Polaris","NULL","Кухонные весы POLARIS PKS0834DG Spice",221550,"https://goodzone.uz/product/kukhonnye-vesy-polaris-pks0834dg-spice",0,"Кухонные весы",0,0
"Polaris","PWS1858DG","Весы POLARIS PWS1858DG",358700,"https://goodzone.uz/product/vesy-polaris-pws1858dg",0,"Весы",0,0
"Micron","NULL","Оперативная память Micron DDR3 4Gb",295400,"https://goodzone.uz/product/operativnaya-pamyat-micron-ddr3-4gb",0,"Оперативная память",0,0
"Tenda","F9","WiFi роутер F9",443100,"https://goodzone.uz/product/wifi-router-f9",6,"Wifi-роутеры и модемы",0,0
"SAPPHIRE","NULL","Видео-карта SAPPHIRE RX 570 4G PULSE",3481500,"https://goodzone.uz/product/video-karta-sapphire-rx-570-4g-pulse",0,"Видеокарты",0,0
"SAPPHIRE","NULL","Видео-карта SAPPHIRE RX 570 8G NITRO PLUS",3692500,"https://goodzone.uz/product/video-karta-sapphire-rx-570-8g-nitro-plus",0,"Видеокарты",0,0
"Polaris","STONE-18SP","Ковш Polaris STONE-18SP",316500,"https://goodzone.uz/product/kovsh-polaris-stone-18sp",2,"Прочая посуда (ковши, крышки)",0,0
"Huntkey","NULL","Блок питания Huntkey CP 450",348150,"https://goodzone.uz/product/blok-pitaniya-huntkey-cp-450",0,"Блоки питания",0,0
"Xiaomi","NULL","Наушники XIAOMI YDLYEJ01LM (White)",263750,"https://goodzone.uz/product/naushniki-xiaomi-ydlyej01lm-white",3,"Аксессуары Xiaomi",0,0
"Xiaomi","HSEJ03JY (BLACK)","Наушники XIAOMI HSEJ03JY (BLACK)",63300,"https://goodzone.uz/product/naushniki-xiaomi-hsej03jy-black",12,"Аксессуары Xiaomi",0,0
"Xiaomi","TDSER02JY (White)","Наушники XIAOMI TDSER02JY (White)",432550,"https://goodzone.uz/product/naushniki-xiaomi-tdser02jy-white",1,"Аксессуары Xiaomi",0,0
"Xiaomi","MDZ-26-DB (голубая/красная)","Колонка XIAOMI MDZ-26-DB (RED)",266915,"https://goodzone.uz/product/kolonka-xiaomi-mdz-26-db-red",1,"Аксессуары Xiaomi",0,0
"Xiaomi","NULL","Внешний аккумулятор XIAOMI PLM10ZM",126600,"https://goodzone.uz/product/perenosnoi-akkumulyator-xiaomi-plm10zm",0,"Powerbank",0,0
"Xiaomi","FU009-0621","Компьютерные очки XIAOMI FU009-0621",200450,"https://goodzone.uz/product/kompyuternye-ochki-xiaomi-fu009-0621",7,"Компьютерные очки",2,1
"Philips","HR2738/00","Соковыжималка Philips HR2738/00",685750,"https://goodzone.uz/product/sokovyzhimalka-philips-hr2738-00",2,"Соковыжималки",0,0
"Beko","WTV9612XS","Стиральная машина Beko WTV9612XS",5064000,"https://goodzone.uz/product/stiralnaya-mashina-beko-wtv9612xs",0,"Стиральные машины",0,0
"Wonlex","NULL","Умные часы Wonlex GW 200S пурпурный",527500,"https://goodzone.uz/product/umnye-chasy-wonlex-gw-200s-purpurnyi",0,"Фитнес-браслеты и умные часы",0,0
"Wonlex","NULL","Умные часы Wonlex GW 400X розовый",685750,"https://goodzone.uz/product/umnye-chasy-wonlex-gw-400x-rozovyi",0,"Фитнес-браслеты и умные часы",0,0
"Wonlex","NULL","Умные часы Wonlex EW 100 черный",633000,"https://goodzone.uz/product/umnye-chasy-wonlex-ew-100-chernyi",1,"Фитнес-браслеты и умные часы",0,0
"Wonlex","NULL","Умные часы Wonlex EW 100 серебро",633000,"https://goodzone.uz/product/umnye-chasy-wonlex-ew-100-serebro",0,"Фитнес-браслеты и умные часы",0,0
"Xiaomi","NULL","Умные часы XIAOMI Amazfit Bip A1608 (White)",664650,"https://goodzone.uz/product/umnye-chasy-xiaomi-amazfit-bip-a1608-white",0,"Фитнес-браслеты и умные часы",0,0
"Xiaomi","NULL","Электрочайник XIAOMI YM-K1501",349205,"https://goodzone.uz/product/elektrochainik-xiaomi-ym-k1501",7,"Электрочайники",0,0
"Xiaomi","NULL","Умные часы XIAOMI Amazfit Bip A1608 (Chinnabar Red)",664650,"https://goodzone.uz/product/umnye-chasy-xiaomi-amazfit-bip-a1608-chinnabar-red",1,"Фитнес-браслеты и умные часы",4,1
"Xiaomi","NULL","Наушники XIAOMI TDSER02JY (Orange)",422000,"https://goodzone.uz/product/naushniki-xiaomi-tdser02jy-orange",2,"Аксессуары Xiaomi",0,0
"Chayka","649","Швейная машинка (оверлок) 649 Чайка",2321000,"https://goodzone.uz/product/shveinaya-mashinka-overlok-649-chaika",7,"Швейные машинки",0,0
"Chayka","735","Швейная машинка 735 Чайка",1466450,"https://goodzone.uz/product/shveinaya-mashinka-735-chaika",2,"Швейные машинки",0,0
"Xiaomi","HSEJ03JY (Silver)","Наушники XIAOMI HSEJ03JY (Silver)",63300,"https://goodzone.uz/product/naushniki-xiaomi-hsej03jy-silver",21,"Аксессуары Xiaomi",0,0
"Xiaomi","NULL","Колонка XIAOMI LYYX01ZM (BLACK)",274300,"https://goodzone.uz/product/kolonka-xiaomi-lyyx01zm-black",1,"Аксессуары Xiaomi",0,0
"Xiaomi","NULL","Колонка XIAOMI XMYX02YM (GOLD)",126600,"https://goodzone.uz/product/kolonka-xiaomi-xmyx02ym-gold",6,"Аксессуары Xiaomi",0,0
"Xiaomi","850 черный","Настольная лампа XIAOMI MJTD01YL",316500,"https://goodzone.uz/product/nastolnaya-lampa-xiaomi-mjtd01yl",4,"Аксессуары Xiaomi",0,0
"Xiaomi","NULL","Ночной светильник XIAOMI MJCTD01YL",538050,"https://goodzone.uz/product/nochnoi-svetilnik-xiaomi-mjctd01yl",3,"Аксессуары Xiaomi",0,0
"Roison","NULL","Телевизор Roison RE32022",1213250,"https://goodzone.uz/product/televizor-roison-re32022",0,"Телевизоры",3.5,2
"Xiaomi","NULL","Умные весы Mi Xiaomi XMTZC02HM",295400,"https://goodzone.uz/product/umnye-vesy-mi-xiaomi-xmtzc02hm",0,"Аксессуары Xiaomi",0,0
"Polaris","NULL","Мультиварка Polaris PMC0563AD",812350,"https://goodzone.uz/product/multivarka-polaris-pmc0563ad",0,"Мультиварки",0,0
"MSI","NULL","Видео-карта MSI RX 570 4G GAMING X",3481500,"https://goodzone.uz/product/video-karta-msi-rx-570-4g-gaming-x",0,"Видеокарты",0,0
"Xiaomi","MJYD01YL","Ночной светильник XIAOMI MJYD01YL",116050,"https://goodzone.uz/product/nochnoi-svetilnik-xiaomi-mjyd01yl",13,"Аксессуары Xiaomi",0,0
"Haier","L1P18-F21S(M)","Настенный газовый котёл Haier L1P18-F21S(M)",5591500,"https://goodzone.uz/product/nastennyi-gazovyi-kotyol-haier-l1p18-f21s-m",0,"Обогреватели",0,0
"Haier","NULL","Водонагреватель Haier ES80V-V1(R)",1972850,"https://goodzone.uz/product/vodonagrevatel-haier-es80v-v1-r",0,"Электрические водонагреватели",0,0
"Haier","NULL","Водонагреватель Haier ES50V-R1(H)",1424250,"https://goodzone.uz/product/vodonagrevatel-haier-es50v-r1-h",0,"Электрические водонагреватели",0,0
"Beko","DFN28422W","Посудомоечная машина Beko DFN28422W",5749750,"https://goodzone.uz/product/posudomoechnaya-mashina-beko-dfn28422w",0,"Посудомоечные машины",0,0
"Beko","WTE7512BSS","Стиральная машина Beko WTE7512 BSS",4325500,"https://goodzone.uz/product/stiralnaya-mashina-beko-wte7512-bss",0,"Стиральные машины",0,0
"Philips","NULL","Блендер Philips HR2100/00",791250,"https://goodzone.uz/product/blender-philips-hr2100-00",5,"Блендеры",0,0
"Philips","NULL","Блендер Philips HR2875/00",1055000,"https://goodzone.uz/product/blender-philips-hr2875-00",10,"Блендеры",0,0
"Goodwell","GWO7911XLBGDD","Встраиваемая духовка Goodwell GWO7911XLBGDD",3059500,"https://goodzone.uz/product/vstraivaemaya-dukhovka-goodwell-gwo7911xlbgdd",2,"Встраиваемые духовки",0,0
"Magna","MGA-15W","Обогреватель MGA-15W",844000,"https://goodzone.uz/product/obogrevatel-mga-15w",0,"Обогреватели",0,0
"Artel","COMARELLA 01-E белая","Электрическая плита Artel COMARELLA 01-E белая",2415950,"https://goodzone.uz/product/elektricheskaya-plita-artel-comarella-01-e-belaya",0,"Газовые плиты",0,0
"Sirius","NULL","Обогреватель Sirius SRH-2880F",189900,"https://goodzone.uz/product/obogrevatel-sirius-srh-2880f",0,"Обогреватели",0,0
"Sirius","NULL","Обогреватель Sirius SRH-2000F",422000,"https://goodzone.uz/product/obogrevatel-sirius-srh-2000f",3,"Обогреватели",5,1
"Sirius","SRH-2850","Обогреватель Sirius SRH-2850",211000,"https://goodzone.uz/product/obogrevatel-sirius-srh-2850",2,"Обогреватели",0,0
"Artel","Apetito 01-G белая","Газовая плита Artel Apetito 01-G белая",1941200,"https://goodzone.uz/product/gazovaya-plita-artel-apetito-01-g-belaya",0,"Газовые плиты",0,0
"Beko","WKY71033PTLYB3","Стиральная машина Beko WKY71033PTLYB3",3956250,"https://goodzone.uz/product/stiralnaya-mashina-beko-wky71033ptlyb3",1,"Стиральные машины",0,0
"Haier","HW120-B1558 (DUO)","Стиральная машина Haier HW120-B1558 (DUO)",12923750,"https://goodzone.uz/product/stiralnaya-mashina-haier-hw120-b1558-duo",0,"Стиральные машины",0,0
"Beko","NULL","Стиральная машина Beko WMY71283 LMB2",4295250,"https://goodzone.uz/product/stiralnaya-mashina-beko-wmy71283-lmb2",3,"Стиральные машины",0,0
"Xiaomi","NULL","Внешний аккумулятор XIAOMI PLM06ZM",263750,"https://goodzone.uz/product/perenosnoi-akkumulyator-xiaomi-plm06zm",1,"Powerbank",0,0
"Janome","NULL","Швейная машинка Janome ML 77",1920100,"https://goodzone.uz/product/shveinaya-mashinka-janome-ml-77",0,"Швейные машинки",0,0
"Janome","MX 77","Швейная машинка Janome MX 77",1656350,"https://goodzone.uz/product/shveinaya-mashinka-janome-mx-77",3,"Швейные машинки",0,0
"Xiaomi","FU006-0100","Компьютерные очки XIAOMI FU006-0100",200450,"https://goodzone.uz/product/kompyuternye-ochki-xiaomi-fu006-0100",0,"Компьютерные очки",2,1
"Xiaomi","NULL","Колонка XIAOMI XMYX03YM",235265,"https://goodzone.uz/product/kolonka-xiaomi-xmyx03ym",5,"Аксессуары Xiaomi",0,0
"Janome","GRAPE 2016","Швейная машинка Janome GRAPE 2016",1656350,"https://goodzone.uz/product/shveinaya-mashinka-janome-grape-2016",0,"Швейные машинки",0,0
"Janome","Home Decor 1015","Швейная машинка Janome Home Decor 1015",2795750,"https://goodzone.uz/product/shveinaya-mashinka-janome-home-decor-1015",3,"Швейные машинки",0,0
"Janome","Russian Style 2019S","Швейная машинка Janome Russian Style 2019S",3059500,"https://goodzone.uz/product/shveinaya-mashinka-janome-russian-style-2019s",0,"Швейные машинки",0,0
"Xiaomi","-","Колонка XIAOMI MDZ-26-DB",284850,"https://goodzone.uz/product/kolonka-xiaomi-mdz-26-db",3,"Аксессуары Xiaomi",0,0
"Panasonic","NULL","Радио телефон Panasonic KX-TGH220RUW",875650,"https://goodzone.uz/product/radio-telefon-panasonic-kx-tgh220ruw",0,"Телефоны",0,0
"Xiaomi","NULL","Умные часы XIAOMI Amazfit Bip (Kokoda Green)",664650,"https://goodzone.uz/product/umnye-chasy-xiaomi-amazfit-bip-kokoda-green",0,"Фитнес-браслеты и умные часы",0,0
"Panasonic","KX-TG6812UA","Радио телефон Panasonic KX-TG6812UA",770150,"https://goodzone.uz/product/radio-telefon-panasonic-kx-tg6812ua",5,"Телефоны",0,0
"Xiaomi","NULL","Наушники XIAOMI QTEJ02JY",253200,"https://goodzone.uz/product/naushniki-xiaomi-qtej02jy",3,"Аксессуары Xiaomi",0,0
"Janome","SE518","Швейная машинка Janome SE518",2669150,"https://goodzone.uz/product/shveinaya-mashinka-janome-se518",3,"Швейные машинки",0,0
"Chayka","715 Чайка","Швейная машинка 715 Чайка",1413700,"https://goodzone.uz/product/shveinaya-mashinka-715-chaika",0,"Швейные машинки",0,0
"Chayka","740","Швейная машинка 740 Чайка",1877900,"https://goodzone.uz/product/shveinaya-mashinka-740-chaika",6,"Швейные машинки",0,0
"Chayka","745 Чайка","Швейная машинка 745 Чайка",1814600,"https://goodzone.uz/product/shveinaya-mashinka-745-chaika",3,"Швейные машинки",0,0
"Xiaomi","NULL","Наушники XIAOMI YDLYEJ01LM (BLACK)",295400,"https://goodzone.uz/product/naushniki-xiaomi-ydlyej01lm-black",0,"Аксессуары Xiaomi",0,0
"Xiaomi","NULL","Умные часы XIAOMI Amazfit Bip A1608 (BLACK)",664650,"https://goodzone.uz/product/umnye-chasy-xiaomi-amazfit-bip-a1608-black",0,"Фитнес-браслеты и умные часы",0,0
"Beko","WRE6411BWW(GE)","Стиральная машина BEKO WRE6411BWW(GE)",3165000,"https://goodzone.uz/product/stiralnaya-mashina-beko-wre6411bww-ge",0,"Стиральные машины",0,0
"Electrolux","EFP/W-1250ULS","Электрический камин Electrolux EFP/W-1250ULS",2743000,"https://goodzone.uz/product/elektricheskii-kamin-electrolux-efp-w-1250uls",0,"Электрические камины",0,0
"Electrolux","EFP/W-1200URLS","Электрический камин Electrolux EFP/W-1200URLS",2743000,"https://goodzone.uz/product/elektricheskii-kamin-electrolux-efp-w-1200urls",0,"Электрические камины",0,0
"Polaris","PWS1859DG","Весы POLARIS PWS1859DG",263750,"https://goodzone.uz/product/vesy-polaris-pws1859dg",0,"Весы",0,0
"Polaris","PWS1867DG","Весы POLARIS PWS1867DG",274300,"https://goodzone.uz/product/vesy-polaris-pws1867dg",0,"Весы",0,0
"Polaris","PWS1861DML","Весы  POLARIS PWS1861DML",422000,"https://goodzone.uz/product/vesy-polaris-pws1861dml",1,"Весы",0,0
"Nikai","NBS392","Весы NIKAI NBS392",168800,"https://goodzone.uz/product/vesy-nikai-nbs392",0,"Весы",0,0
"Logitech","NULL","Клавиатура Logitech K300",284850,"https://goodzone.uz/product/klaviatura-logitech-k300",2,"Клавиатуры",3,2
"Polaris","NULL","Кухонные весы Polaris PKS0835DG Caprese",221550,"https://goodzone.uz/product/kukhonnye-vesy-polaris-pks0835dg-caprese",0,"Кухонные весы",0,0
"Nokia","216","Сотовый телефон Nokia 216",569700,"https://goodzone.uz/product/sotovyi-telefon-nokia-216",4,"Телефоны",0,0
"LG","K10","Смартфон LG K10",1529750,"https://goodzone.uz/product/smartfon-lg-k10",0,"Смартфоны",0,0
"Asus","NULL","Видео-карта Asus Radeon RX 570 4G ROG STRIX",3587000,"https://goodzone.uz/product/video-karta-asus-radeon-rx-570-4g-rog-strix",0,"Видеокарты",0,0
"Polaris","PMG 3043L","Мясорубка Polaris PMG 3043L",1614150,"https://goodzone.uz/product/myasorubka-polaris-pmg-3043l",0,"Mясорубки",0,0
"Tenda","Tenda AC5","Wifi-роутер Tenda AC5",422000,"https://goodzone.uz/product/wifi-router-tenda-ac5",0,"Wifi-роутеры и модемы",0,0
"AORUS","NULL","Видеокарта AORUS GeForce GTX1080 TI",10339000,"https://goodzone.uz/product/video-karta-aorus-geforce-gtx1080-ti",0,"Видеокарты",0,0
"Artel","NULL","Телевизор Artel ART LED 55/A9000 Smart",5749750,"https://goodzone.uz/product/televizor-artel-art-led-55-a9000-smart",0,"Телевизоры",0,0
"Ballu","BHDP-10","Тепловая пушка Ballu BHDP-10",3059500,"https://goodzone.uz/product/teplovaya-pushka-ballu-bhdp-10",0,"Тепловые пушки",0,0
"LG","F2J6HS8S","Стиральная машинка LG F2J6HS8S",4557600,"https://goodzone.uz/product/stiralnaya-mashinka-lg-f2j6hs8s",0,"Стиральные машины",0,0
"Roison","NULL","Стиральная машинка Roison RHWG-GV127W",3544800,"https://goodzone.uz/product/stiralnaya-mashinka-roison-rhwg-gv127w",1,"Стиральные машины",0,0
"Roison","NULL","Стиральная машинка Roison RHWG-GV127S",3650300,"https://goodzone.uz/product/stiralnaya-mashinka-roison-rhwg-gv127s",2,"Стиральные машины",0,0
"LG","NULL","Микроволновая печь LG MB63W35GIH",1392600,"https://goodzone.uz/product/mikrovolnovaya-pech-lg-mb63w35gih",0,"Микроволновые печи",0,0
"SAPPHIRE","NULL","Видео-карта SAPPHIRE RX 580 8G NITRO PLUS",3798000,"https://goodzone.uz/product/video-karta-sapphire-rx-580-8g-nitro-plus",0,"Видеокарты",0,0
"Intel","NULL","Процессор Intel Celeron G4900",633000,"https://goodzone.uz/product/processor-intel-celeron-g4900",0,"Процессоры",0,0
"Aerocool","NULL","Блок питания Aerocool VX 350W",232100,"https://goodzone.uz/product/blok-pitaniya-aerocool-vx-350w",0,"Блоки питания",0,0
"MSI","NULL","Материнская плата MSI B 360 A Pro",1603600,"https://goodzone.uz/product/materinskaya-plata-msi-b-360-a-pro",1,"Материнские платы",0,0
"Aerocool","NULL","Блок питания Aerocool KCAS 600W",548600,"https://goodzone.uz/product/blok-pitaniya-aerocool-kcas-600w",0,"Блоки питания",0,0
"Samsung","C24F396FHI","Монитор Samsung C24F396FHI",1825150,"https://goodzone.uz/product/monitor-samsung-c24f396fhi",0,"Мониторы",0,0
